"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX14005025","Brain transcriptome of Conger conger","Conger conger","Illumina NovaSeq 6000","INRAE (Fish Physiology and Genomics laboratory)","SRP308068","Conger conger isolate:Concon-B Genome sequencing","SRS11843194","","3894.08","1","40475381","12142614300","Conger_conger_brain","RNA-Seq","TRANSCRIPTOMIC","PCR"
